part_name,accuracy,hallucination_rate,feature_name_matching_rate,mae,quantity_absolute_error,true_positive_quantity,ground_truth_quantity,hallucinated_quantity,predicted_quantity,correctly_identified_names,ground_truth_names_count
easy_25,50.0,0.0,50.0,0.35294117647058826,6,3,6,0,6,1,2
easy_26,75.0,0.0,66.66666666666666,0.11764705882352941,2,3,4,0,4,2,3
easy_27,33.33333333333333,50.0,33.33333333333333,0.17647058823529413,3,1,3,1,2,1,3
easy_28,83.33333333333334,0.0,66.66666666666666,0.058823529411764705,1,5,6,0,5,2,3
easy_29,80.0,0.0,50.0,0.17647058823529413,3,4,5,0,6,1,2
easy_30,100.0,66.66666666666666,100.0,0.35294117647058826,6,3,3,6,9,1,1
easy_31,80.0,0.0,50.0,0.058823529411764705,1,4,5,0,4,1,2
easy_32,0.0,100.0,0.0,0.35294117647058826,6,0,5,1,1,0,5
easy_33,42.857142857142854,25.0,50.0,0.29411764705882354,5,3,7,1,4,2,4
hard_1,66.66666666666666,0.0,50.0,0.23529411764705882,4,4,6,0,6,2,4
hard_2,66.66666666666666,0.0,50.0,0.23529411764705882,4,4,6,0,6,2,4
hard_3,40.0,0.0,50.0,0.23529411764705882,4,2,5,0,3,2,4
hard_4,36.36363636363637,0.0,25.0,0.4117647058823529,7,4,11,0,4,1,4
hard_5,23.52941176470588,0.0,25.0,1.0,17,4,17,0,8,1,4
hard_6,45.45454545454545,0.0,75.0,0.8235294117647058,14,5,11,0,13,3,4
hard_7,3.2,33.33333333333333,25.0,7.235294117647059,123,4,125,2,6,1,4
hard_8,33.33333333333333,0.0,50.0,0.5882352941176471,10,4,12,0,6,2,4
hard_9,60.0,0.0,50.0,0.29411764705882354,5,3,5,0,6,2,4
hard_10,66.66666666666666,0.0,50.0,0.5294117647058824,9,6,9,0,12,2,4
hard_11,36.36363636363637,0.0,25.0,0.4117647058823529,7,4,11,0,4,1,4
hard_12,50.0,0.0,33.33333333333333,0.35294117647058826,6,6,12,0,6,1,3
hard_13,66.66666666666666,14.285714285714285,33.33333333333333,0.23529411764705882,4,6,9,1,7,1,3
hard_14,37.5,0.0,50.0,0.35294117647058826,6,3,8,0,4,2,4
hard_15,22.22222222222222,33.33333333333333,25.0,0.47058823529411764,8,2,9,1,3,1,4
hard_16,46.15384615384615,0.0,25.0,0.4117647058823529,7,6,13,0,6,1,4
hard_17,42.857142857142854,57.14285714285714,50.0,0.47058823529411764,8,3,7,4,7,1,2
hard_18,42.857142857142854,0.0,66.66666666666666,0.29411764705882354,5,3,7,0,4,2,3
hard_19,15.384615384615385,0.0,20.0,0.7647058823529411,13,2,13,0,4,1,5
hard_20,5.263157894736842,88.88888888888889,50.0,1.5294117647058822,26,1,19,8,9,1,2
hard_21,66.66666666666666,0.0,33.33333333333333,0.17647058823529413,3,6,9,0,6,1,3
hard_22,60.0,0.0,50.0,0.29411764705882354,5,3,5,0,6,2,4
hard_23,28.57142857142857,0.0,66.66666666666666,0.5882352941176471,10,2,7,0,7,2,3
hard_24,62.5,0.0,40.0,0.35294117647058826,6,5,8,0,8,2,5
hard_25,45.45454545454545,0.0,66.66666666666666,0.7058823529411765,12,10,22,0,10,2,3
hard_26,66.66666666666666,0.0,50.0,0.058823529411764705,1,2,3,0,2,1,2
hard_27,55.55555555555556,14.285714285714285,50.0,0.35294117647058826,6,5,9,1,7,1,2
hard_28,18.181818181818183,33.33333333333333,33.33333333333333,0.5882352941176471,10,2,11,1,3,1,3
hard_29,22.22222222222222,0.0,25.0,0.4117647058823529,7,2,9,0,2,1,4
hard_30,42.857142857142854,57.14285714285714,66.66666666666666,0.47058823529411764,8,3,7,4,7,2,3
hard_31,11.76470588235294,33.33333333333333,50.0,0.9411764705882353,16,2,17,1,3,2,4
hard_32,18.181818181818183,0.0,25.0,0.5294117647058824,9,2,11,0,2,1,4
hard_33,25.0,0.0,20.0,0.35294117647058826,6,2,8,0,2,1,5
hard_34,28.57142857142857,0.0,50.0,0.29411764705882354,5,2,7,0,2,1,2
medium_1,50.0,0.0,50.0,0.11764705882352941,2,2,4,0,2,1,2
medium_2,25.0,0.0,25.0,0.23529411764705882,4,1,4,0,2,1,4
medium_3,20.0,0.0,25.0,0.23529411764705882,4,1,5,0,1,1,4
medium_4,0.0,100.0,0.0,0.4117647058823529,7,0,5,2,2,0,2
medium_5,0.0,100.0,0.0,0.47058823529411764,8,0,6,2,2,0,4
medium_6,33.33333333333333,0.0,33.33333333333333,0.11764705882352941,2,1,3,0,1,1,3
medium_7,25.0,0.0,33.33333333333333,0.17647058823529413,3,1,4,0,1,1,3
medium_8,33.33333333333333,0.0,25.0,0.23529411764705882,4,2,6,0,2,1,4
medium_9,0.0,100.0,0.0,0.29411764705882354,5,0,4,1,1,0,3
medium_10,0.0,100.0,0.0,0.35294117647058826,6,0,5,1,1,0,2
medium_11,20.0,0.0,20.0,0.23529411764705882,4,1,5,0,1,1,5
medium_12,66.66666666666666,0.0,66.66666666666666,0.4117647058823529,7,4,6,0,9,2,3
medium_13,18.181818181818183,0.0,16.666666666666664,0.7647058823529411,13,2,11,0,6,1,6
medium_14,20.0,0.0,20.0,0.23529411764705882,4,1,5,0,1,1,5
medium_15,57.14285714285714,0.0,16.666666666666664,0.7058823529411765,12,16,28,0,16,1,6
medium_16,100.0,0.0,100.0,0.0,0,6,6,0,6,2,2
medium_17,5.88235294117647,0.0,50.0,0.9411764705882353,16,1,17,0,1,1,2
medium_18,0.0,100.0,0.0,0.29411764705882354,5,0,4,1,1,0,2
medium_19,100.0,0.0,100.0,0.11764705882352941,2,4,4,0,6,2,2
medium_20,18.75,0.0,12.5,0.9411764705882353,16,3,16,0,6,1,8
medium_21,50.0,0.0,50.0,0.17647058823529413,3,3,6,0,3,2,4
medium_22,85.71428571428571,0.0,100.0,0.058823529411764705,1,6,7,0,6,2,2
medium_23,50.0,25.0,66.66666666666666,0.23529411764705882,4,3,6,1,4,2,3
medium_24,33.33333333333333,0.0,25.0,0.23529411764705882,4,2,6,0,2,1,4
medium_25,35.294117647058826,0.0,50.0,0.6470588235294118,11,6,17,0,6,1,2
medium_26,100.0,5.0,100.0,0.058823529411764705,1,19,19,1,20,1,1
medium_27,75.0,0.0,50.0,0.058823529411764705,1,3,4,0,3,1,2
medium_28,50.0,0.0,100.0,0.17647058823529413,3,2,4,0,3,2,2
medium_29,40.0,66.66666666666666,33.33333333333333,0.4117647058823529,7,2,5,4,6,1,3
medium_30,0.0,100.0,0.0,0.29411764705882354,5,0,3,2,2,0,2
medium_31,66.66666666666666,0.0,50.0,0.058823529411764705,1,2,3,0,2,1,2
medium_32,28.57142857142857,33.33333333333333,33.33333333333333,0.35294117647058826,6,2,7,1,3,1,3
medium_33,83.33333333333334,0.0,50.0,0.11764705882352941,2,5,6,0,6,1,2
